iter	Passed	Remaining
147	816	10215
148	821	10201
149	825	10184
150	830	10168
151	835	10153
152	840	10141
153	845	10138
154	850	10122
155	855	10110
156	862	10122
157	868	10119
158	874	10122
159	880	10120
160	888	10145
161	893	10139
162	901	10164
163	906	10149
164	911	10133
165	920	10173
166	925	10157
167	930	10143
168	934	10126
169	939	10113
170	944	10100
171	948	10085
172	953	10072
173	959	10064
174	963	10048
175	968	10034
176	973	10023
177	977	10009
178	982	9997
179	987	9983
180	991	9966
181	996	9950
182	1012	10057
183	1017	10044
184	1022	10029
185	1026	10014
186	1033	10017
187	1039	10015
188	1045	10020
189	1059	10091
190	1063	10077
191	1068	10062
192	1073	10052
193	1078	10038
194	1083	10027
195	1087	10012
196	1092	9995
197	1096	9979
198	1101	9968
199	1106	9955
200	1110	9941
201	1115	9930
202	1119	9914
203	1124	9896
204	1128	9885
205	1133	9872
206	1138	9860
207	1143	9853
208	1148	9839
209	1152	9826
210	1157	9815
211	1162	9802
212	1166	9789
213	1171	9774
214	1175	9762
215	1180	9750
216	1185	9739
217	1190	9728
218	1194	9717
219	1199	9705
220	1206	9710
221	1212	9708
222	1217	9702
223	1223	9700
224	1228	9694
225	1233	9681
226	1238	9670
227	1243	9664
228	1248	9654
229	1252	9642
230	1258	9637
231	1263	9631
232	1269	9625
233	1273	9612
234	1278	9601
235	1282	9588
236	1287	9575
237	1291	9564
238	1296	9552
239	1301	9541
240	1305	9530
241	1310	9523
242	1316	9515
243	1320	9503
244	1325	9492
245	1329	9480
246	1334	9470
247	1339	9461
248	1343	9449
249	1348	9438
250	1353	9429
251	1357	9419
252	1362	9407
253	1367	9398
254	1373	9402
255	1380	9401
256	1385	9398
257	1392	9401
258	1397	9393
259	1402	9384
260	1407	9375
261	1412	9369
262	1417	9360
263	1422	9351
264	1426	9341
265	1431	9330
266	1436	9322
267	1441	9313
268	1445	9304
269	1450	9294
270	1455	9285
271	1460	9275
272	1465	9267
273	1471	9269
274	1476	9261
275	1482	9257
276	1487	9253
277	1493	9252
278	1498	9243
279	1504	9243
280	1509	9233
281	1526	9299
282	1531	9289
283	1536	9281
284	1540	9270
285	1547	9273
286	1553	9270
287	1559	9268
288	1565	9270
289	1572	9269
290	1576	9259
291	1583	9260
292	1588	9253
293	1593	9248
294	1598	9239
295	1603	9229
296	1607	9218
297	1612	9211
298	1617	9199
299	1621	9189
300	1626	9180
301	1631	9171
302	1635	9161
303	1640	9151
304	1644	9140
305	1649	9129
306	1653	9118
307	1658	9110
308	1663	9100
309	1667	9092
310	1672	9082
311	1677	9073
312	1683	9071
313	1687	9063
314	1692	9053
315	1697	9044
316	1701	9034
317	1706	9027
318	1711	9019
319	1718	9020
320	1725	9027
321	1732	9025
322	1738	9024
323	1744	9023
324	1749	9016
325	1754	9008
326	1759	8999
327	1763	8987
328	1767	8978
329	1772	8970
330	1777	8961
331	1782	8954
332	1787	8948
333	1792	8941
334	1797	8932
335	1801	8923
336	1807	8917
337	1811	8909
338	1816	8900
339	1820	8889
340	1825	8880
341	1829	8870
342	1834	8862
343	1839	8854
344	1843	8844
345	1848	8835
346	1852	8825
347	1857	8817
348	1861	8806
349	1866	8799
350	1870	8789
351	1875	8779
352	1882	8781
353	1888	8781
354	1894	8777
355	1899	8772
356	1905	8769
357	1910	8761
358	1914	8752
359	1919	8744
360	1924	8735
361	1928	8727
362	1935	8729
363	1940	8721
364	1945	8713
365	1949	8705
366	1954	8695
367	1959	8690
368	1964	8684
369	1969	8675
370	1973	8667
371	1978	8657
372	1982	8647
373	1986	8637
374	1991	8628
375	1995	8620
376	2000	8610
377	2005	8603
378	2009	8595
379	2014	8587
380	2019	8580
381	2024	8573
382	2028	8565
383	2033	8556
384	2037	8548
385	2042	8540
386	2047	8533
387	2051	8525
388	2058	8525
389	2064	8521
390	2069	8518
391	2077	8520
392	2081	8511
393	2086	8503
394	2091	8496
395	2095	8489
396	2100	8482
397	2105	8474
398	2110	8467
399	2114	8458
400	2118	8449
401	2122	8436
402	2126	8427
403	2131	8421
404	2136	8413
405	2140	8404
406	2145	8397
407	2149	8388
408	2154	8380
409	2159	8373
410	2163	8366
411	2169	8363
412	2174	8357
413	2179	8350
414	2184	8342
415	2188	8334
416	2193	8326
417	2198	8319
418	2202	8312
419	2207	8304
420	2212	8298
421	2217	8293
422	2222	8284
423	2229	8285
424	2234	8281
425	2239	8276
426	2245	8273
427	2250	8267
428	2255	8258
429	2259	8250
430	2264	8243
431	2268	8234
432	2273	8227
433	2278	8221
434	2282	8212
435	2287	8205
436	2292	8198
437	2296	8191
438	2301	8182
439	2305	8174
440	2309	8166
441	2315	8161
442	2320	8155
443	2325	8148
444	2329	8141
445	2334	8134
446	2338	8125
447	2343	8118
448	2348	8112
449	2353	8105
450	2358	8098
451	2362	8091
452	2366	8083
453	2371	8076
454	2376	8069
455	2380	8059
456	2385	8053
457	2389	8045
458	2394	8037
459	2400	8038
460	2406	8034
461	2412	8031
462	2417	8025
463	2423	8024
464	2428	8016
465	2432	8008
466	2437	8002
467	2442	7996
468	2447	7988
469	2451	7979
470	2456	7974
471	2461	7967
472	2465	7959
473	2470	7952
474	2474	7945
475	2479	7938
476	2484	7932
477	2488	7925
478	2493	7917
479	2498	7910
480	2502	7902
481	2507	7895
482	2512	7889
483	2516	7882
484	2520	7874
485	2525	7868
486	2530	7860
487	2534	7853
488	2539	7845
489	2543	7837
490	2547	7829
491	2551	7821
492	2556	7815
493	2561	7808
494	2567	7806
495	2573	7802
496	2579	7799
497	2584	7795
498	2590	7791
499	2596	7789
500	2601	7783
501	2605	7776
502	2610	7770
503	2615	7763
504	2624	7770
505	2629	7763
506	2634	7758
507	2638	7750
508	2643	7744
509	2648	7737
510	2653	7730
511	2657	7723
512	2661	7715
513	2666	7707
514	2670	7700
515	2675	7693
516	2679	7686
517	2684	7679
518	2689	7673
519	2693	7666
520	2698	7659
521	2702	7652
522	2707	7646
523	2712	7639
524	2716	7632
525	2721	7625
526	2733	7639
527	2739	7638
528	2745	7634
529	2752	7633
530	2768	7660
531	2773	7653
532	2778	7646
533	2783	7640
534	2787	7632
535	2792	7626
536	2796	7619
537	2801	7612
538	2805	7605
539	2810	7598
540	2815	7591
541	2819	7585
542	2824	7578
543	2828	7571
544	2833	7564
545	2838	7557
546	2842	7549
547	2846	7542
548	2851	7535
549	2855	7528
550	2860	7521
551	2865	7515
552	2869	7509
553	2874	7502
554	2878	7494
555	2883	7487
556	2887	7480
557	2892	7474
558	2896	7467
559	2901	7461
560	2906	7454
561	2912	7453
562	2919	7450
563	2929	7458
564	2933	7451
565	2938	7444
566	2943	7438
567	2947	7431
568	2952	7425
569	2957	7419
570	2962	7412
571	2966	7406
572	2971	7400
573	2976	7393
574	2980	7387
575	2985	7381
576	2990	7375
577	2995	7369
578	2999	7362
579	3004	7356
580	3009	7349
581	3013	7343
582	3018	7336
583	3023	7330
584	3027	7323
585	3032	7316
586	3037	7310
587	3041	7303
588	3046	7297
589	3051	7291
590	3055	7284
591	3060	7278
592	3065	7272
593	3069	7265
594	3074	7258
595	3079	7253
596	3086	7254
597	3092	7250
598	3098	7246
599	3105	7247
600	3110	7240
601	3115	7234
602	3119	7228
603	3124	7222
604	3129	7216
605	3134	7209
606	3138	7203
607	3143	7195
608	3148	7190
609	3152	7184
610	3157	7177
611	3161	7170
612	3166	7164
613	3170	7157
614	3175	7151
615	3179	7144
616	3184	7138
617	3189	7132
618	3194	7125
619	3198	7119
620	3203	7114
621	3208	7107
622	3212	7101
623	3217	7095
624	3232	7110
625	3237	7105
626	3241	7099
627	3246	7092
628	3253	7090
629	3258	7085
630	3264	7081
631	3269	7077
632	3276	7075
633	3280	7067
634	3285	7062
635	3289	7055
636	3294	7049
637	3298	7042
638	3303	7035
639	3308	7030
640	3312	7022
641	3316	7016
642	3321	7010
643	3326	7004
644	3331	6998
645	3335	6990
646	3340	6984
647	3344	6978
648	3349	6971
649	3353	6965
650	3357	6958
651	3362	6951
652	3366	6945
653	3371	6938
654	3376	6932
655	3380	6926
656	3385	6920
657	3389	6913
658	3394	6907
659	3399	6901
660	3403	6894
661	3407	6888
662	3412	6881
663	3417	6875
664	3424	6874
665	3429	6869
666	3435	6865
667	3440	6861
668	3447	6858
669	3453	6854
670	3457	6848
671	3462	6841
672	3466	6835
673	3471	6829
674	3476	6823
675	3481	6817
676	3485	6811
677	3489	6804
678	3494	6799
679	3499	6793
680	3504	6787
681	3508	6780
682	3513	6775
683	3518	6769
684	3522	6762
685	3527	6757
686	3532	6751
687	3537	6745
688	3541	6739
689	3546	6733
690	3550	6726
691	3555	6720
692	3560	6714
693	3564	6707
694	3569	6702
695	3573	6695
696	3578	6689
697	3583	6683
698	3587	6677
699	3594	6675
700	3599	6670
701	3604	6665
702	3610	6661
703	3615	6656
704	3619	6649
705	3624	6643
706	3629	6637
707	3634	6631
708	3638	6626
709	3643	6620
710	3648	6614
711	3653	6608
712	3657	6602
713	3662	6596
714	3667	6590
715	3671	6584
716	3676	6578
717	3680	6572
718	3685	6566
719	3690	6560
720	3695	6555
721	3699	6549
722	3704	6543
723	3708	6536
724	3712	6529
725	3717	6523
726	3721	6517
727	3726	6510
728	3730	6504
729	3735	6498
730	3739	6491
731	3744	6485
732	3748	6479
733	3753	6473
734	3757	6466
735	3762	6461
736	3769	6459
737	3774	6454
738	3779	6449
739	3787	6449
740	3792	6443
741	3796	6437
742	3801	6431
743	3805	6424
744	3810	6418
745	3815	6413
746	3819	6406
747	3823	6400
748	3827	6393
749	3832	6387
750	3837	6381
751	3845	6381
752	3849	6375
753	3854	6369
754	3858	6363
755	3863	6357
756	3868	6351
757	3872	6345
758	3877	6339
759	3882	6333
760	3886	6327
761	3891	6322
762	3895	6316
763	3900	6310
764	3905	6305
765	3909	6298
766	3914	6292
767	3918	6286
768	3922	6279
769	3927	6274
770	3932	6267
771	3938	6265
772	3943	6260
773	3949	6256
774	3956	6253
775	3973	6266
776	3977	6260
777	3982	6254
778	3986	6248
779	3992	6244
780	3997	6239
781	4002	6233
782	4006	6227
783	4011	6221
784	4016	6215
785	4020	6210
786	4024	6203
787	4029	6198
788	4034	6191
789	4038	6185
790	4042	6179
791	4047	6173
792	4052	6167
793	4056	6161
794	4061	6155
795	4065	6149
796	4070	6143
797	4074	6137
798	4079	6131
799	4084	6126
800	4088	6120
801	4093	6114
802	4098	6108
803	4102	6102
804	4108	6098
805	4113	6094
806	4119	6089
807	4125	6085
808	4132	6083
809	4137	6078
810	4142	6072
811	4146	6066
812	4151	6060
813	4155	6054
814	4160	6048
815	4164	6042
816	4169	6036
817	4172	6029
818	4177	6023
819	4181	6017
820	4185	6011
821	4190	6004
822	4194	5998
823	4199	5993
824	4204	5988
825	4210	5984
826	4216	5980
827	4222	5976
828	4227	5971
829	4232	5966
830	4237	5961
831	4242	5955
832	4246	5949
833	4251	5943
834	4255	5937
835	4259	5931
836	4264	5925
837	4269	5919
838	4273	5913
839	4279	5910
840	4285	5905
841	4290	5901
842	4296	5896
843	4302	5892
844	4307	5887
845	4312	5882
846	4316	5876
847	4321	5871
848	4325	5864
849	4330	5858
850	4334	5852
851	4339	5847
852	4344	5841
853	4348	5835
854	4353	5829
855	4358	5824
856	4362	5818
857	4366	5812
858	4371	5806
859	4375	5800
860	4380	5794
861	4384	5788
862	4388	5782
863	4393	5776
864	4397	5770
865	4401	5764
866	4406	5758
867	4411	5752
868	4415	5746
869	4420	5741
870	4424	5735
871	4428	5729
872	4433	5723
873	4438	5717
874	4442	5712
875	4448	5708
876	4454	5703
877	4460	5699
878	4466	5696
879	4470	5690
880	4476	5685
881	4480	5679
882	4484	5673
883	4489	5667
884	4493	5661
885	4498	5656
886	4503	5650
887	4508	5645
888	4512	5639
889	4517	5633
890	4521	5627
891	4525	5621
892	4530	5615
893	4534	5609
894	4538	5604
895	4543	5598
896	4548	5592
897	4552	5587
898	4557	5581
899	4561	5575
900	4565	5569
901	4570	5563
902	4574	5557
903	4578	5551
904	4583	5545
905	4587	5539
906	4591	5533
907	4596	5527
908	4600	5521
909	4612	5524
910	4618	5521
911	4624	5516
912	4629	5511
913	4636	5508
914	4649	5513
915	4654	5508
916	4659	5502
917	4664	5497
918	4668	5491
919	4672	5485
920	4677	5479
921	4681	5474
922	4686	5468
923	4691	5462
924	4695	5456
925	4700	5451
926	4704	5445
927	4709	5440
928	4714	5434
929	4718	5428
930	4722	5423
931	4727	5416
932	4731	5410
933	4736	5405
934	4740	5399
935	4745	5394
936	4749	5388
937	4754	5382
938	4758	5376
939	4762	5370
940	4767	5365
941	4771	5359
942	4776	5354
943	4792	5361
944	4799	5357
945	4804	5353
946	4810	5348
947	4815	5343
948	4821	5339
949	4825	5333
950	4829	5327
951	4834	5322
952	4838	5316
953	4843	5311
954	4848	5305
955	4852	5299
956	4857	5294
957	4862	5288
958	4866	5283
959	4871	5277
960	4875	5271
961	4880	5265
962	4884	5260
963	4889	5254
964	4894	5249
965	4899	5244
966	4905	5239
967	4909	5234
968	4914	5228
969	4918	5222
970	4922	5216
971	4927	5211
972	4931	5205
973	4936	5200
974	4941	5194
975	4945	5188
976	4950	5183
977	4954	5177
978	4961	5174
979	4966	5169
980	4972	5164
981	4979	5162
982	4986	5158
983	4997	5160
984	5002	5154
985	5007	5149
986	5011	5143
987	5015	5137
988	5020	5132
989	5024	5126
990	5029	5120
991	5034	5115
992	5038	5109
993	5042	5103
994	5047	5098
995	5052	5092
996	5057	5087
997	5062	5082
998	5066	5077
999	5071	5071
1000	5075	5065
1001	5079	5059
1002	5084	5053
1003	5089	5048
1004	5093	5043
1005	5098	5037
1006	5103	5032
1007	5108	5027
1008	5112	5021
1009	5117	5016
1010	5122	5010
1011	5126	5005
1012	5133	5001
1013	5139	4997
1014	5145	4993
1015	5150	4988
1016	5157	4984
1017	5174	4991
1018	5178	4985
1019	5181	4978
1020	5186	4973
1021	5190	4967
1022	5195	4962
1023	5200	4956
1024	5204	4950
1025	5209	4945
1026	5213	4939
1027	5218	4933
1028	5222	4928
1029	5227	4922
1030	5232	4917
1031	5237	4912
1032	5241	4906
1033	5246	4901
1034	5250	4895
1035	5255	4890
1036	5260	4884
1037	5264	4879
1038	5269	4873
1039	5273	4868
1040	5278	4862
1041	5283	4857
1042	5287	4851
1043	5292	4846
1044	5296	4840
1045	5303	4836
1046	5308	4832
1047	5314	4827
1048	5319	4822
1049	5324	4817
1050	5329	4812
1051	5334	4806
1052	5338	4801
1053	5343	4796
1054	5348	4790
1055	5359	4790
1056	5363	4785
1057	5368	4779
1058	5372	4773
1059	5377	4768
1060	5381	4762
1061	5385	4756
1062	5390	4751
1063	5394	4745
1064	5399	4740
1065	5403	4734
1066	5408	4729
1067	5413	4723
1068	5417	4718
1069	5422	4712
1070	5426	4707
1071	5431	4701
1072	5436	4696
1073	5440	4691
1074	5445	4685
1075	5449	4679
1076	5454	4674
1077	5457	4667
1078	5462	4662
1079	5466	4656
1080	5473	4652
1081	5478	4648
1082	5484	4643
1083	5491	4640
1084	5496	4634
1085	5500	4629
1086	5505	4623
1087	5510	4619
1088	5514	4613
1089	5519	4607
1090	5523	4602
1091	5528	4596
1092	5532	4591
1093	5537	4586
1094	5542	4580
1095	5546	4575
1096	5551	4569
1097	5556	4564
1098	5560	4559
1099	5565	4553
1100	5570	4548
1101	5574	4542
1102	5578	4536
1103	5582	4531
1104	5587	4525
1105	5592	4520
1106	5596	4514
1107	5601	4509
1108	5605	4503
1109	5610	4498
1110	5615	4493
1111	5619	4487
1112	5624	4482
1113	5628	4476
1114	5634	4471
1115	5638	4466
1116	5645	4462
1117	5650	4458
1118	5656	4453
1119	5661	4448
1120	5667	4444
1121	5672	4438
1122	5676	4433
1123	5681	4428
1124	5686	4422
1125	5690	4416
1126	5695	4412
1127	5700	4406
1128	5705	4401
1129	5709	4396
1130	5713	4390
1131	5718	4385
1132	5723	4380
1133	5728	4374
1134	5732	4369
1135	5737	4363
1136	5741	4358
1137	5746	4352
1138	5751	4347
1139	5755	4341
1140	5760	4336
1141	5764	4331
1142	5769	4325
1143	5773	4320
1144	5778	4314
1145	5783	4309
1146	5787	4304
1147	5792	4298
1148	5796	4293
1149	5801	4288
1150	5806	4282
1151	5814	4280
1152	5820	4275
1153	5826	4271
1154	5831	4266
1155	5838	4262
1156	5843	4257
1157	5847	4251
1158	5852	4246
1159	5856	4240
1160	5861	4235
1161	5866	4230
1162	5870	4225
1163	5875	4219
1164	5879	4214
1165	5884	4208
1166	5889	4203
1167	5893	4198
1168	5898	4192
1169	5902	4187
1170	5907	4182
1171	5912	4176
1172	5916	4171
1173	5921	4166
1174	5926	4161
1175	5930	4155
1176	5935	4150
1177	5939	4144
1178	5944	4139
1179	5949	4134
1180	5953	4128
1181	5958	4123
1182	5963	4118
1183	5967	4112
1184	5972	4107
1185	5977	4102
1186	5983	4098
1187	5989	4093
1188	5995	4089
1189	6001	4084
1190	6008	4081
1191	6012	4075
1192	6017	4070
1193	6021	4064
1194	6026	4059
1195	6031	4054
1196	6036	4049
1197	6040	4044
1198	6045	4038
1199	6050	4033
1200	6055	4028
1201	6059	4023
1202	6064	4017
1203	6069	4012
1204	6074	4007
1205	6078	4002
1206	6083	3996
1207	6088	3991
1208	6092	3986
1209	6097	3980
1210	6101	3975
1211	6106	3969
1212	6110	3964
1213	6115	3959
1214	6119	3953
1215	6123	3948
1216	6128	3942
1217	6132	3937
1218	6137	3932
1219	6141	3926
1220	6146	3921
1221	6150	3916
1222	6157	3912
1223	6162	3907
1224	6168	3902
1225	6174	3898
1226	6179	3892
1227	6183	3887
1228	6188	3882
1229	6193	3877
1230	6198	3872
1231	6203	3866
1232	6207	3861
1233	6212	3856
1234	6217	3851
1235	6221	3845
1236	6226	3840
1237	6230	3835
1238	6235	3829
1239	6239	3824
1240	6244	3819
1241	6249	3813
1242	6253	3808
1243	6258	3803
1244	6262	3798
1245	6267	3792
1246	6272	3787
1247	6276	3782
1248	6281	3776
1249	6286	3771
1250	6290	3766
1251	6295	3761
1252	6299	3755
1253	6304	3750
1254	6309	3745
1255	6314	3740
1256	6318	3735
1257	6325	3730
1258	6331	3726
1259	6337	3722
1260	6344	3718
1261	6349	3713
1262	6354	3707
1263	6359	3702
1264	6363	3697
1265	6368	3692
1266	6372	3686
1267	6377	3681
1268	6381	3676
1269	6386	3670
1270	6391	3665
1271	6395	3660
1272	6400	3655
1273	6404	3649
1274	6409	3644
1275	6413	3639
1276	6418	3633
1277	6423	3628
1278	6427	3623
1279	6432	3618
1280	6437	3613
1281	6442	3607
1282	6446	3602
1283	6451	3597
1284	6456	3592
1285	6460	3586
1286	6464	3581
1287	6469	3576
1288	6473	3570
1289	6478	3565
1290	6482	3560
1291	6490	3556
1292	6497	3552
1293	6503	3548
1294	6509	3543
1295	6516	3539
1296	6531	3540
1297	6535	3534
1298	6540	3529
1299	6545	3524
1300	6549	3519
1301	6554	3513
1302	6559	3508
1303	6564	3503
1304	6568	3498
1305	6573	3493
1306	6577	3487
1307	6582	3482
1308	6587	3477
1309	6592	3472
1310	6596	3467
1311	6601	3461
1312	6606	3456
1313	6610	3451
1314	6615	3446
1315	6620	3440
1316	6624	3435
1317	6628	3430
1318	6633	3424
1319	6638	3419
1320	6642	3414
1321	6647	3409
1322	6652	3403
1323	6656	3398
1324	6661	3393
1325	6668	3389
1326	6674	3384
1327	6679	3380
1328	6685	3375
1329	6692	3371
1330	6697	3366
1331	6718	3369
1332	6724	3364
1333	6728	3359
1334	6733	3354
1335	6737	3348
1336	6742	3343
1337	6746	3338
1338	6751	3332
1339	6755	3327
1340	6760	3322
1341	6765	3316
1342	6769	3311
1343	6774	3306
1344	6778	3301
1345	6783	3295
1346	6788	3290
1347	6793	3285
1348	6797	3280
1349	6805	3276
1350	6809	3271
1351	6813	3265
1352	6818	3260
1353	6822	3255
1354	6827	3249
1355	6832	3244
1356	6838	3240
1357	6843	3235
1358	6849	3230
1359	6855	3225
1360	6861	3221
1361	6867	3216
1362	6872	3211
1363	6876	3206
1364	6881	3201
1365	6886	3196
1366	6890	3190
1367	6895	3185
1368	6899	3180
1369	6904	3175
1370	6917	3173
1371	6921	3168
1372	6926	3162
1373	6930	3157
1374	6935	3152
1375	6940	3147
1376	6944	3142
1377	6949	3136
1378	6953	3131
1379	6958	3126
1380	6962	3120
1381	6967	3115
1382	6972	3110
1383	6977	3105
1384	6982	3100
1385	6987	3095
1386	6991	3090
1387	6996	3084
1388	7000	3079
1389	7005	3074
1390	7011	3069
1391	7017	3064
1392	7023	3060
1393	7029	3055
1394	7034	3050
1395	7038	3045
1396	7044	3040
1397	7048	3035
1398	7053	3030
1399	7058	3025
1400	7063	3019
1401	7068	3014
1402	7072	3009
1403	7077	3004
1404	7081	2999
1405	7086	2994
1406	7091	2988
1407	7096	2983
1408	7101	2978
1409	7105	2973
1410	7110	2968
1411	7114	2962
1412	7119	2957
1413	7124	2952
1414	7128	2947
1415	7133	2942
1416	7137	2936
1417	7142	2931
1418	7147	2926
1419	7151	2921
1420	7156	2916
1421	7161	2910
1422	7165	2905
1423	7170	2900
1424	7175	2895
1425	7181	2890
1426	7187	2885
1427	7192	2881
1428	7199	2876
1429	7204	2871
1430	7208	2866
1431	7213	2861
1432	7218	2856
1433	7223	2850
1434	7228	2845
1435	7232	2840
1436	7237	2835
1437	7242	2830
1438	7246	2825
1439	7251	2820
1440	7256	2814
1441	7261	2809
1442	7265	2804
1443	7270	2799
1444	7275	2794
1445	7279	2789
1446	7284	2783
1447	7288	2778
1448	7293	2773
1449	7298	2768
1450	7302	2763
1451	7307	2757
1452	7311	2752
1453	7316	2747
1454	7321	2742
1455	7326	2737
1456	7330	2732
1457	7335	2726
1458	7340	2721
1459	7344	2716
1460	7350	2711
1461	7355	2706
1462	7361	2701
1463	7366	2697
1464	7373	2692
1465	7378	2687
1466	7384	2683
1467	7389	2677
1468	7393	2672
1469	7398	2667
1470	7402	2662
1471	7407	2656
1472	7412	2651
1473	7416	2646
1474	7421	2641
1475	7426	2636
1476	7430	2631
1477	7435	2626
1478	7439	2620
1479	7444	2615
1480	7449	2610
1481	7453	2605
1482	7458	2600
1483	7463	2594
1484	7467	2589
1485	7472	2584
1486	7476	2579
1487	7482	2574
1488	7486	2569
1489	7491	2564
1490	7495	2558
1491	7500	2553
1492	7504	2548
1493	7509	2543
1494	7514	2538
1495	7519	2533
1496	7525	2528
1497	7531	2523
1498	7536	2518
1499	7542	2514
1500	7548	2509
1501	7553	2504
1502	7558	2499
1503	7562	2494
1504	7567	2488
1505	7572	2483
1506	7576	2478
1507	7580	2473
1508	7585	2468
1509	7590	2463
1510	7594	2457
1511	7599	2452
1512	7604	2447
1513	7609	2442
1514	7613	2437
1515	7618	2432
1516	7630	2429
1517	7636	2424
1518	7641	2419
1519	7645	2414
1520	7650	2409
1521	7654	2404
1522	7659	2398
1523	7665	2394
1524	7669	2388
1525	7673	2383
1526	7678	2378
1527	7682	2373
1528	7687	2368
1529	7693	2363
1530	7699	2358
1531	7704	2353
1532	7711	2349
1533	7716	2344
1534	7720	2338
1535	7725	2333
1536	7729	2328
1537	7734	2323
1538	7739	2318
1539	7744	2313
1540	7748	2308
1541	7753	2302
1542	7757	2297
1543	7762	2292
1544	7767	2287
1545	7771	2282
1546	7776	2277
1547	7781	2271
1548	7785	2266
1549	7791	2261
1550	7795	2256
1551	7800	2251
1552	7805	2246
1553	7810	2241
1554	7814	2236
1555	7819	2231
1556	7823	2226
1557	7828	2220
1558	7833	2215
1559	7838	2210
1560	7842	2205
1561	7847	2200
1562	7851	2195
1563	7855	2190
1564	7862	2185
1565	7867	2180
1566	7873	2175
1567	7880	2171
1568	7884	2165
1569	7889	2160
1570	7894	2155
1571	7898	2150
1572	7903	2145
1573	7907	2140
1574	7911	2134
1575	7916	2129
1576	7921	2124
1577	7925	2119
1578	7930	2114
1579	7934	2109
1580	7938	2103
1581	7943	2098
1582	7948	2093
1583	7952	2088
1584	7957	2083
1585	7961	2078
1586	7966	2073
1587	7971	2068
1588	7975	2062
1589	7980	2057
1590	7984	2052
1591	7988	2047
1592	7993	2042
1593	7997	2037
1594	8000	2031
1595	8004	2026
1596	8008	2021
1597	8013	2015
1598	8017	2010
1599	8022	2005
1600	8026	2000
1601	8032	1995
1602	8038	1990
1603	8044	1985
1604	8049	1981
1605	8055	1976
1606	8060	1971
1607	8065	1966
1608	8069	1960
1609	8074	1955
1610	8079	1950
1611	8084	1945
1612	8088	1940
1613	8092	1935
1614	8097	1930
1615	8102	1925
1616	8106	1920
1617	8111	1914
1618	8115	1909
1619	8119	1904
1620	8124	1899
1621	8128	1894
1622	8133	1889
1623	8137	1884
1624	8142	1879
1625	8147	1873
1626	8151	1868
1627	8156	1863
1628	8161	1858
1629	8165	1853
1630	8169	1848
1631	8174	1843
1632	8178	1838
1633	8183	1833
1634	8188	1827
1635	8192	1822
1636	8197	1817
1637	8203	1813
1638	8209	1808
1639	8226	1805
1640	8231	1800
1641	8235	1795
1642	8240	1790
1643	8245	1785
1644	8249	1780
1645	8254	1775
1646	8259	1770
1647	8263	1765
1648	8268	1760
1649	8273	1754
1650	8277	1749
1651	8282	1744
1652	8286	1739
1653	8291	1734
1654	8295	1729
1655	8300	1724
1656	8304	1719
1657	8309	1714
1658	8313	1708
1659	8318	1703
1660	8322	1698
1661	8326	1693
1662	8331	1688
1663	8335	1683
1664	8340	1678
1665	8344	1672
1666	8349	1667
1667	8353	1662
1668	8358	1657
1669	8363	1652
1670	8367	1647
1671	8373	1642
1672	8378	1637
1673	8384	1632
1674	8391	1628
1675	8397	1623
1676	8402	1618
1677	8406	1613
1678	8411	1608
1679	8416	1603
1680	8420	1598
1681	8425	1592
1682	8430	1587
1683	8434	1582
