iter	MAE
255	4156949.591
256	4155580.505
257	4153992.74
258	4151934.295
259	4151186.363
260	4150377.598
261	4149767.753
262	4149101.449
263	4145707.043
264	4143273.855
265	4142467.087
266	4141081.513
267	4139767.353
268	4136868.904
269	4136438.004
270	4133234.417
271	4132573.666
272	4128514.003
273	4127826.645
274	4126529.141
275	4125926.716
276	4123699.999
277	4123018.498
278	4122722.832
279	4121347.516
280	4120022.423
281	4117231.006
282	4116777.406
283	4115240.668
284	4112309.605
285	4111693.145
286	4110256.399
287	4108661.282
288	4106641
289	4105395.098
290	4104506.744
291	4103616.394
292	4102537.452
293	4102042.35
294	4100977.798
295	4100139.109
296	4099758.894
297	4098751.49
298	4098015.636
299	4096550.404
300	4094035.336
301	4092610.988
302	4090160.336
303	4088443.547
304	4088057.674
305	4087346.426
306	4086487.017
307	4084146.599
308	4082842.431
309	4081305.655
310	4080721.906
311	4079921.201
312	4079373.409
313	4078964.408
314	4077802.936
315	4076272.917
316	4075643.44
317	4074843.941
318	4073237.491
319	4071554.543
320	4070816.739
321	4068285.126
322	4067058.438
323	4064455.236
324	4063624.681
325	4062552.728
326	4061931.539
327	4061407.021
328	4058656.372
329	4057859.372
330	4055583.547
331	4054768.83
332	4053564.471
333	4052846.265
334	4052272.355
335	4051015.45
336	4050446.678
337	4048910.865
338	4046931.926
339	4045975.133
340	4045529.323
341	4043487.504
342	4042925.776
343	4038927.942
344	4038674.214
345	4038365.454
346	4037854.269
347	4035978.844
348	4035631.012
349	4035413.227
350	4035188.001
351	4034457.187
352	4033336.989
353	4031947.56
354	4031593.407
355	4030431.727
356	4030098.701
357	4029018.64
358	4028818.291
359	4027328.063
360	4025066.255
361	4022871.353
362	4022447.622
363	4021562.542
364	4018631.031
365	4018089.715
366	4017879.439
367	4012812.933
368	4012349.709
369	4012167.246
370	4012044.203
371	4011872.78
372	4011697.986
373	4011539.246
374	4010968.673
375	4010668.922
376	4010572.203
377	4007511.317
378	4006120.114
379	4005175.986
380	4004596.94
381	4002575.921
382	4002259.712
383	4001862.207
384	4000025.507
385	3998603.291
386	3997783.313
387	3997332.01
388	3996528.434
389	3995968.246
390	3994838.579
391	3994089.116
392	3993727.624
393	3992390.014
394	3991535.608
395	3990787.564
396	3989005.476
397	3988019.85
398	3987379.655
399	3986668.039
400	3986420.662
401	3986382.471
402	3985978.66
403	3984629.875
404	3984291.888
405	3983574.353
406	3983005.286
407	3982906.482
408	3980450.48
409	3977259.369
410	3976375.949
411	3974996.721
412	3973534.464
413	3972349.496
414	3971341.43
415	3970515.499
416	3969433.8
417	3967499.161
418	3965438.863
419	3964604.413
420	3959856.468
421	3958532.526
422	3957982.522
423	3957464.516
424	3957275.724
425	3955732.536
426	3955502.654
427	3955442.844
428	3955334.609
429	3953303.872
430	3952110.559
431	3951840.526
432	3950102.358
433	3949216.562
434	3948366.754
435	3948127.119
436	3947240.262
437	3946846.703
438	3946712.363
439	3946583.291
440	3946422.107
441	3944081.609
442	3941297.648
443	3940237.769
444	3940011.958
445	3938285.278
446	3938245.441
447	3938063.851
448	3935267.079
449	3934683.198
450	3933892.985
451	3933757.357
452	3933302.474
453	3931215.57
454	3930940.125
455	3930888.09
456	3930208.164
457	3930113.919
458	3929844.773
459	3928104.783
460	3926427.009
461	3926391.13
462	3926323.445
463	3926161.693
464	3926096.262
465	3924600.311
466	3923256.7
467	3922833.301
468	3922082.469
469	3921988.665
470	3920782.055
471	3918637.019
472	3918402.305
473	3918212.601
474	3916797.133
475	3915883.851
476	3915442.309
477	3914935.761
478	3914414.221
479	3913709.2
480	3913665.697
481	3912443.077
482	3911951.438
483	3911829.678
484	3911532.479
485	3909871.384
486	3909588.865
487	3908364.992
488	3908289.302
489	3908219.411
490	3908198.133
491	3907910.794
492	3907445.064
493	3907046.572
494	3906734.727
495	3906088.789
496	3905062.887
497	3904222.566
498	3904074.302
499	3901966.286
500	3900516.951
501	3899262.05
502	3898601.133
503	3897626.848
504	3897601.968
505	3897330.391
506	3895221.893
507	3895162.413
508	3893521.119
509	3893398.784
510	3892670.598
511	3892331.5
512	3891267.018
513	3890605.336
514	3886527.739
515	3886243.343
516	3885733.715
517	3885653.693
518	3884970.838
519	3884032.056
520	3882319.104
521	3881484.719
522	3880011.377
523	3879188.275
524	3878713.097
525	3877220.179
526	3876063.485
527	3873897.298
528	3873352.151
529	3872153.824
530	3871711.627
531	3871099.416
532	3869735.153
533	3869375.995
534	3869232.434
535	3867159.702
536	3865922.089
537	3863667.374
538	3861494.047
539	3860295.107
540	3859623.284
541	3859338.009
542	3858577.615
543	3858036.833
544	3857690.188
545	3857535.351
546	3857276.253
547	3856409.04
548	3855651.756
549	3855477.749
550	3855012.094
551	3854478.727
552	3853972.785
553	3853580.958
554	3853510.118
555	3852480.409
556	3851127.224
557	3849968.762
558	3849043.609
559	3848357.825
560	3847847.528
561	3845779.188
562	3842571.911
563	3842357.817
564	3841274.992
565	3841226.626
566	3838872.887
567	3838349.575
568	3838058.632
569	3836738.446
570	3836404.737
571	3834918.409
572	3833760.804
573	3831773.373
574	3830545.325
575	3828986.844
576	3827965.753
577	3826727.467
578	3826192.219
579	3824565.671
580	3824352.539
581	3823901.895
582	3823535.278
583	3823034.279
584	3822503.147
585	3821978.607
586	3820058.747
587	3819446.08
588	3818723.893
589	3817704.106
590	3817103.045
591	3815542.457
592	3814742.567
593	3811278.493
594	3810234.185
595	3809999.981
596	3808048.979
597	3807660.866
598	3806776.44
599	3805236.679
600	3804432.983
601	3802736.84
602	3801777.292
603	3799963.033
604	3798624.984
605	3797897.542
606	3797484.712
607	3797446.952
608	3797072.766
609	3796352.047
610	3795700.523
611	3795219.799
612	3794588.647
613	3793761.842
614	3792844.491
615	3792711.021
616	3791451.691
617	3791036.995
618	3790631.149
619	3790555.178
620	3788731.668
621	3787734.137
622	3786669.874
623	3786323.376
624	3785443.224
625	3785238.934
626	3783807.921
627	3783559.393
628	3781615.241
629	3781267.846
630	3780687.357
631	3780400.731
632	3779750.77
633	3779615.224
634	3777960.357
635	3777805.74
636	3776774.49
637	3776521.936
638	3776465.257
639	3776333.538
640	3776320.238
641	3775407.425
642	3775158.943
643	3774745.786
644	3774483.182
645	3774108.331
646	3773800.673
647	3773507.144
648	3770685.773
649	3770584.647
650	3770289.732
651	3770256.564
652	3769328.108
653	3769155.701
654	3768323.653
655	3767457.36
656	3767075.708
657	3766717.6
658	3765226.543
659	3764223.464
660	3763331.168
661	3763209.454
662	3762580.874
663	3761082.977
664	3760279.586
665	3759381.743
666	3758843.719
667	3757729.466
668	3757320.222
669	3756904.961
670	3754642.855
671	3754151.649
672	3753867.554
673	3752774.88
674	3752491.628
675	3751156.256
676	3750637.864
677	3749820.954
678	3748333.684
679	3747795.114
680	3747554.31
681	3747357.88
682	3746490.557
683	3745053.124
684	3744347.781
685	3743755.166
686	3743277.997
687	3741525.824
688	3740816.938
689	3739329.32
690	3738133.054
691	3737982.377
692	3737767.275
693	3737727.231
694	3737421.862
695	3737194.528
696	3736731.934
697	3736297.153
698	3736019.776
699	3735880.256
700	3735715.389
701	3735705.235
702	3733982.496
703	3733529.57
704	3733419.043
705	3733307.789
706	3733252.68
707	3732429.386
708	3731546.642
709	3730837.038
710	3730222.039
711	3729009.517
712	3727743.04
713	3725540.121
714	3724938.65
715	3723466.582
716	3723414.161
717	3722527.147
718	3722415.132
719	3722182.636
720	3721340.012
721	3721250.535
722	3719997.965
723	3719816.691
724	3719783.437
725	3719698.817
726	3719020.92
727	3718927.83
728	3718895.348
729	3718608.245
730	3718579.393
731	3718223.349
732	3718045.234
733	3717373.212
734	3717322.225
735	3716804.556
736	3715130.87
737	3715078.18
738	3715035.892
739	3713659.702
740	3713388.198
741	3713324.211
742	3713164.568
743	3712658.111
744	3712300.208
745	3711900.329
746	3711517.005
747	3711236.654
748	3711233.346
749	3710993.498
750	3710709.821
751	3710631.633
752	3710571.875
753	3710331.743
754	3710106.115
755	3709586.627
756	3709263.174
757	3708411.196
758	3708372.273
759	3707395.859
760	3706164.136
761	3705632.348
762	3705096.867
763	3704823.258
764	3704209.061
765	3703771.876
766	3703623.745
767	3703437.054
768	3703404.628
769	3703027.686
770	3701952.801
771	3701634.469
772	3701408.216
773	3700513.215
774	3700385.929
775	3700334.778
776	3699450.634
777	3697871.542
778	3697762.343
779	3697519.128
780	3697070.345
781	3696932.227
782	3696653.777
783	3696344.477
784	3695542.593
785	3695339.432
786	3695273
787	3693938.646
788	3693759.646
789	3693689.529
790	3691778.442
791	3691480.212
792	3690701.177
793	3690271.551
794	3689922.739
795	3689413.8
796	3687388.073
797	3686561.582
798	3686463.828
799	3685778.021
800	3685626.868
801	3684980.327
802	3684778.733
803	3684720.309
804	3684707.375
805	3683863.291
806	3683501.53
807	3683068.77
808	3681619.29
809	3681045.932
810	3680853.447
811	3680051.297
812	3679990.259
813	3679969.951
814	3679624.481
815	3679603.499
816	3679441.56
817	3679433.881
818	3678790.616
819	3678642.631
820	3678309.259
821	3678240.547
822	3678224.381
823	3677687.545
824	3677468.4
825	3676807.927
826	3676516.578
827	3676228.043
828	3675075.915
829	3674860.209
830	3674771.058
831	3673885.026
832	3673837.088
833	3673659.618
834	3673098.933
835	3673021.114
836	3672073.193
837	3670922.247
838	3670881.254
839	3670661.654
840	3670408.862
841	3669612.732
842	3669033.934
843	3669005.644
844	3668954.118
845	3668410.563
846	3668110.436
847	3667394.881
848	3667153.531
849	3666810.758
850	3666159.192
851	3665606.776
852	3665215.746
853	3663239.505
854	3661510.037
855	3660722.665
856	3660691.507
857	3660536.624
858	3660391.789
859	3659231.178
860	3659152.918
861	3658013.712
862	3657490.451
863	3655828.006
864	3655608.568
865	3655595.641
866	3655544.7
867	3655179.739
868	3654972.516
869	3654824.616
870	3654754.724
871	3654748.146
872	3652884.094
873	3652785.404
874	3652520.049
875	3652414.878
876	3652173.8
877	3651469.645
878	3650713.334
879	3650663.473
880	3650452.107
881	3650045.742
882	3649824.801
883	3649293.88
884	3649215.636
885	3648092.214
886	3647454.195
887	3647121.379
888	3646933.198
889	3646658.817
890	3646645.782
891	3646634.229
892	3646532.751
893	3646468.518
894	3646193.305
895	3646133.432
896	3646056.91
897	3645810.09
898	3645797.139
899	3645795.186
900	3645787.236
901	3645719.321
902	3645712.331
903	3645516.266
904	3645492.892
905	3645054.663
906	3645047.861
907	3644994.068
908	3644992.145
909	3644947.261
910	3644829.356
911	3644568.679
912	3644557.396
913	3644551.586
914	3644164.192
915	3643910.136
916	3643323.772
917	3643253.108
918	3643228.813
919	3642977.772
920	3642128.56
921	3641953.005
922	3641917.674
923	3641835.202
924	3641695.594
925	3640569.645
926	3640305.144
927	3640127.626
928	3639787.933
929	3639366.824
930	3637967.336
931	3637929.586
932	3637922.005
933	3637418.759
934	3636753.274
935	3635256.119
936	3635255.823
937	3635164.053
938	3634868.385
939	3634804.827
940	3634666.778
941	3634180.967
942	3633810.795
943	3633748.085
944	3633553.664
945	3633217.521
946	3633094.096
947	3633089.717
948	3633043.728
949	3632897.775
950	3632208.033
951	3632084.517
952	3631957.003
953	3630552.209
954	3630300.073
955	3630025.325
956	3629942.109
957	3629909.384
958	3629706.107
959	3628702.135
960	3628697.306
961	3628679.867
962	3628482.101
963	3628214.113
964	3627962.154
965	3627814.843
966	3627666.912
967	3627663.791
968	3625528.596
969	3625444.208
970	3625195.889
971	3624097.642
972	3624093.082
973	3623289.645
974	3623182.513
975	3622605.156
976	3622102.328
977	3621521.235
978	3620988.858
979	3620952.638
980	3620907.842
981	3620837.758
982	3620133.79
983	3620046.138
984	3619822.981
985	3619408.694
986	3618986.647
987	3618847.781
988	3617776.82
989	3617725.026
990	3617498.538
991	3616758.161
992	3616740.913
993	3616469.102
994	3615036.623
995	3614346.496
996	3614223.463
997	3613780.853
998	3613313.965
999	3613299.114
1000	3613018.576
1001	3612881.307
1002	3612594.697
1003	3612312.381
1004	3611721.505
1005	3610558.241
1006	3609779.931
1007	3609143.629
1008	3609034.589
1009	3608696.292
1010	3607414.437
1011	3606273.66
1012	3605765.527
1013	3605565.82
1014	3605065.189
1015	3604491.317
1016	3604429.351
1017	3604414.512
1018	3603777.911
1019	3603770.721
1020	3602500.362
1021	3602378.129
1022	3601923.372
1023	3601860.527
1024	3601680.376
1025	3601414.898
1026	3600262.496
1027	3600125.191
1028	3599357.593
1029	3598825.007
1030	3597617.593
1031	3596593.472
1032	3596059.306
1033	3595296.114
1034	3595273.515
1035	3594918.626
1036	3594800.084
1037	3594717.448
1038	3593788.973
1039	3593562.936
1040	3593452.99
1041	3592926.684
1042	3592815.11
1043	3591213.515
1044	3591149.721
1045	3590232.509
1046	3589972.841
1047	3589960.325
1048	3589534.441
1049	3589425.026
1050	3589246.396
1051	3588683.239
1052	3587431.067
1053	3586340.944
1054	3586294.282
1055	3585041.902
1056	3584554.857
1057	3584194.411
1058	3584044.251
1059	3583846.485
1060	3583825.211
1061	3583716.124
1062	3583249.966
1063	3582867.101
1064	3582273.212
1065	3582257.805
1066	3581563.959
1067	3581187.869
1068	3580605.808
1069	3580355.797
1070	3580125.393
1071	3579741.189
1072	3579022.621
1073	3578198.174
1074	3577839.249
1075	3577827.192
1076	3577323.527
1077	3577316.121
1078	3577126.534
1079	3577045.114
1080	3576848.926
1081	3575956.91
1082	3575627.217
1083	3574790.004
1084	3574476.795
1085	3572999.34
1086	3572941.142
1087	3571542.244
1088	3571334.656
1089	3571287.66
1090	3571277.518
1091	3570830.408
1092	3570227.439
1093	3569537.843
1094	3569310.258
1095	3568378.271
1096	3567207.91
1097	3567103.207
1098	3566109.614
1099	3565634.705
1100	3565548.088
1101	3565080.087
1102	3565052.13
1103	3564898.845
1104	3563989.377
1105	3563935.502
1106	3563778.613
1107	3563344.668
1108	3563146.55
1109	3562485.396
1110	3562135.168
1111	3561620.799
1112	3560987.046
1113	3560959.92
1114	3560054.447
1115	3559563.183
1116	3559441.026
1117	3559225.737
1118	3559154.974
1119	3559001.207
1120	3558849.51
1121	3558805.294
1122	3558764.101
1123	3557946.923
1124	3557750.073
1125	3557737.732
1126	3556890.576
1127	3555224.317
1128	3554593.63
1129	3554545.628
1130	3554531.686
1131	3554353.171
1132	3553514.052
1133	3553066.846
1134	3552983.836
1135	3552552.041
1136	3552454.503
1137	3552389.279
1138	3552218.083
1139	3552074.044
1140	3551733.297
1141	3551006.032
1142	3550897.443
1143	3550724.108
1144	3549857.75
1145	3549759.242
1146	3549672.428
1147	3549585.947
1148	3549341.183
1149	3549067.791
1150	3548499.593
1151	3548186.519
1152	3547770.51
1153	3546753.06
1154	3546519.577
1155	3546428.728
1156	3546044.009
1157	3545694.978
1158	3545665.876
1159	3545651.035
1160	3545111.747
1161	3544544.429
1162	3544415.446
1163	3544384.612
1164	3543618.147
1165	3543440.409
1166	3543332.111
1167	3542886.655
1168	3542572.251
1169	3542081.172
1170	3542058.584
1171	3541328.063
1172	3540850.684
1173	3539913.003
1174	3539284.523
1175	3539261.137
1176	3538506.545
1177	3538279.329
1178	3538182.089
1179	3537859.608
1180	3537848.828
1181	3537246.922
1182	3537154.852
1183	3537017.63
1184	3536057.422
1185	3535997.622
1186	3535541.139
1187	3535519.943
1188	3532890.255
1189	3532752.953
1190	3532511.508
1191	3532502.542
1192	3531876.948
1193	3531817.025
1194	3531532.883
1195	3531109.671
1196	3530109.619
1197	3529829.704
1198	3528890.147
1199	3528265.054
1200	3527834.097
1201	3526703.495
1202	3526555.789
1203	3525916.288
1204	3525790.068
1205	3525192.704
1206	3525003.065
1207	3524770.957
1208	3524020.654
1209	3523913.986
1210	3523788.633
1211	3523731.631
1212	3523694.553
1213	3523415.853
1214	3523386.48
1215	3522787.827
1216	3522575.243
1217	3522242.797
1218	3521655.19
1219	3521438.265
1220	3521328.648
1221	3521135.248
1222	3521037.461
1223	3521020.493
1224	3520975.681
1225	3520762.249
1226	3520635.963
1227	3520479.875
1228	3520401.01
1229	3520340.447
1230	3520215.411
1231	3520006.877
1232	3519357.545
1233	3519129.938
1234	3517635.247
1235	3517412.141
1236	3516706.548
1237	3516690.395
1238	3516409.892
1239	3516380.866
1240	3516190.722
1241	3516145.912
1242	3515512.863
1243	3515415.745
1244	3515103.818
1245	3514503.378
1246	3513186.436
1247	3513042.106
1248	3512936.881
1249	3512862.166
1250	3512712.097
1251	3512517.008
1252	3512472.792
1253	3511761.028
1254	3511418.053
1255	3510836.576
1256	3510518.422
1257	3510449.303
1258	3510200.484
1259	3509622.167
1260	3509331.799
1261	3509077.491
1262	3508415.198
1263	3508218.569
1264	3507983.876
1265	3507773.329
1266	3507636.75
1267	3506953.227
1268	3506538.344
1269	3506515.417
1270	3506305.844
1271	3504648.01
1272	3504177.634
1273	3504025.628
1274	3503432.435
1275	3503312.514
1276	3502622.073
1277	3502289.182
1278	3502214.557
1279	3500377.033
1280	3500291.377
1281	3500051.505
1282	3499865.262
1283	3499650.765
1284	3499010.031
1285	3498950.527
1286	3498860.473
1287	3498296.537
1288	3498256.322
1289	3498235.963
1290	3497867.169
1291	3497800.657
1292	3497594.834
1293	3497559.536
1294	3497360.785
1295	3496393.875
1296	3495689.724
1297	3495663.529
1298	3495335.378
1299	3495316.671
1300	3494980.934
1301	3494745.474
1302	3493540.03
1303	3493172.839
1304	3492365.374
1305	3491466.014
1306	3491425.034
1307	3491172.817
1308	3490715.225
1309	3490301.738
1310	3489871.808
1311	3489579.088
1312	3489558.893
1313	3488300.394
1314	3488060.792
1315	3487928.621
1316	3487913.818
1317	3487905.571
1318	3487847.651
1319	3487163.607
1320	3487105.743
1321	3486118.424
1322	3485986.541
1323	3485752.526
1324	3485394.277
1325	3484895.097
1326	3484510.32
1327	3484234.124
1328	3483750.094
1329	3483014.66
1330	3482825.887
1331	3482297.725
1332	3482192.678
1333	3482051.747
1334	3481851.254
1335	3481654.691
1336	3480972.531
1337	3480929.851
1338	3480760.925
1339	3480736.255
1340	3480459.306
1341	3480346.328
1342	3480175.323
1343	3480100.908
1344	3479332.621
1345	3479275.655
1346	3478769.196
1347	3478151.168
1348	3478071.46
1349	3478057.813
1350	3477989.149
1351	3477969.68
1352	3477949.826
1353	3477584.941
1354	3477348.892
1355	3477101.928
1356	3476605.134
1357	3476583.689
1358	3476293.328
1359	3476063.47
1360	3475912.34
1361	3475498.926
1362	3475273.388
1363	3475139.625
1364	3474869.972
1365	3474705.444
1366	3474586.875
1367	3474547.843
1368	3474346.667
1369	3473974.568
1370	3473861.24
1371	3473740.862
1372	3473607.984
1373	3473186.718
1374	3472967.303
1375	3472769.898
1376	3472465.593
1377	3472390.798
1378	3471508.571
1379	3471420.244
1380	3471390.984
1381	3471105.85
1382	3470928.38
1383	3470442.638
1384	3470287.33
1385	3470050.704
1386	3469163.674
1387	3469157.604
1388	3469112.218
1389	3468411.241
1390	3468292.37
1391	3468244.834
1392	3467992.795
1393	3467875.409
1394	3466895.993
1395	3466738.788
1396	3465488.426
1397	3465251.591
1398	3465100.849
1399	3464784.597
1400	3464470.542
1401	3463712.137
1402	3462914.408
1403	3462165.984
1404	3462147.468
1405	3461841.146
1406	3461835.067
1407	3461330.149
1408	3459954.253
1409	3459667.595
1410	3459513.458
1411	3458717.208
1412	3456763.299
1413	3456156.095
1414	3456071.827
1415	3455399.614
1416	3455275.216
1417	3455061.779
1418	3454320.756
1419	3454230.728
1420	3454064.474
1421	3453846.791
1422	3453467.846
1423	3452959.663
1424	3452438.706
1425	3452078.235
1426	3449361.524
1427	3449214.186
1428	3449047.612
1429	3448713.4
1430	3448258.292
1431	3447841.844
1432	3446750.292
1433	3446326.902
1434	3445808.782
1435	3445566.68
1436	3445470.225
1437	3445456.513
1438	3445422.212
1439	3444935.368
1440	3444636.184
1441	3444473.553
1442	3444329.931
1443	3444236.413
1444	3443930.985
1445	3443714.359
1446	3443523.602
1447	3443466.837
1448	3443345.707
1449	3442682.053
1450	3442662.35
1451	3441418.406
1452	3441157.192
1453	3440891.789
1454	3440339.149
1455	3440171.869
1456	3440107.906
1457	3440034.831
1458	3439940.239
1459	3439567.525
1460	3439508.142
1461	3439383.446
1462	3439354.664
1463	3439195.098
1464	3438918.943
1465	3438856.877
1466	3438455.618
1467	3438211.882
1468	3438158.154
1469	3437978.448
1470	3437964.515
1471	3437893.47
1472	3437682.689
1473	3437630.092
1474	3437517.008
1475	3436966.698
1476	3436685.516
1477	3436620.973
1478	3436519.831
1479	3436367.196
1480	3435876.952
1481	3434829.012
1482	3434333.46
1483	3434278.584
1484	3434127.151
1485	3433982.849
1486	3433911.417
1487	3432964.083
1488	3432661.675
1489	3432340.149
1490	3432313.719
1491	3431958.879
1492	3431839.621
1493	3431714.469
1494	3431694.686
1495	3431602.13
1496	3431318.494
1497	3430764.787
1498	3430706.167
1499	3430566.748
1500	3430358.876
1501	3430280.355
1502	3430136.948
1503	3430120.631
1504	3430117.1
1505	3429987.166
1506	3429922.717
1507	3429887.648
1508	3429850.04
1509	3429196.819
1510	3428932.228
1511	3428613.637
1512	3428486.612
1513	3428084.881
1514	3428068.454
1515	3427906.226
1516	3427878.495
1517	3426660.777
1518	3426392.532
1519	3426156.1
1520	3425585.585
1521	3425089.593
1522	3425024.348
1523	3424874.678
1524	3424871.361
1525	3424662.779
1526	3424625.063
1527	3424332.8
1528	3424305.707
1529	3424251.499
1530	3424087.234
1531	3423389.027
1532	3423382.198
1533	3423184.999
1534	3422964.86
1535	3422859.181
1536	3422852.857
1537	3422702.142
1538	3422563.466
1539	3422329.28
1540	3422056.332
1541	3421887.693
1542	3421558.264
1543	3421531.728
1544	3421223.001
1545	3421154.37
1546	3420884.816
1547	3420582.943
1548	3420400.743
1549	3419018.622
1550	3418629.842
1551	3418325.249
1552	3417531.293
1553	3416992.192
1554	3416933.688
1555	3416889.775
1556	3416228.086
1557	3415847.694
1558	3415662.7
1559	3415005.604
1560	3414602.076
1561	3414441.922
1562	3414198.167
1563	3414099.232
1564	3414080.687
1565	3413971.351
1566	3413819.691
1567	3413437.017
1568	3412885.756
1569	3412783.584
1570	3411889.47
1571	3411671.84
1572	3411656.378
1573	3411454.786
1574	3411334.541
1575	3410936.339
1576	3410469.401
1577	3410212.048
1578	3410136.885
1579	3409947.133
1580	3409805.664
1581	3409089.063
1582	3408931.485
1583	3408914.745
1584	3408762.088
1585	3408671.848
1586	3407354.883
1587	3406922.297
1588	3406921.47
1589	3406651.675
1590	3406434.341
1591	3406278.238
1592	3405181.594
1593	3405165.167
1594	3405163.504
1595	3404812.075
1596	3404774.901
1597	3404752.777
1598	3404729.495
1599	3404636.862
1600	3404579.813
1601	3404541.861
1602	3404510.721
1603	3404441.978
1604	3404421.219
1605	3403990.727
1606	3403142.043
1607	3403051.959
1608	3402840.154
1609	3402289.509
1610	3401616.189
1611	3401096.221
1612	3400673.037
1613	3400652.473
1614	3400637.951
1615	3400508.374
1616	3400248.086
1617	3399969.465
1618	3399943.321
1619	3399941.887
1620	3399800.547
1621	3399637.165
1622	3399636.786
1623	3399615.523
1624	3399322.906
1625	3398796.788
1626	3398751.645
1627	3398311.042
1628	3398288.139
1629	3398157.299
1630	3397784.122
1631	3397366.527
1632	3397249.682
1633	3397121.602
1634	3396818.296
1635	3395999.428
1636	3395117.556
1637	3394858.457
1638	3394799.662
1639	3394665.191
1640	3394661.595
1641	3394646.99
1642	3394412.466
1643	3394410.827
1644	3394394.032
1645	3394278.715
1646	3394278.006
1647	3394122.071
1648	3393826.808
1649	3393743.381
1650	3393599.883
1651	3393589.969
1652	3393490.897
1653	3392899.284
1654	3392713.737
1655	3392609.449
1656	3392187.642
1657	3392149.945
1658	3392127.676
1659	3391871.172
1660	3391858.817
1661	3391315.408
1662	3391299.026
1663	3390877.614
1664	3390741.924
